SID,SPECIES_NAME,COMMON_NAME,YEAR,VESSEL,STRATUM,HAULJOIN,HAUL,STATION,LATITUDE,LONGITUDE,WTCPUE,NUMCPUE,AREA_FISHED_HA,DATETIME,BOTTOM_DEPTH,BOTTOM_TEMPERATURE,SURFACE_TEMPERATURE
10110,Atheresthes stomias,arrowtooth flounder,2022,94,31,-21117,46,F-07,56.69859,-164.01701,1.4755,2.1862,5.0314944,10-Jun-22,75,2.3,8.6
10110,Atheresthes stomias,arrowtooth flounder,2022,94,31,-21121,47,E-07,56.36192,-163.97208,6.9833,11.3471,5.1995724,11-Jun-22,86,2.2,8.5
10110,Atheresthes stomias,arrowtooth flounder,2022,94,31,-21122,48,D-07,56.02798,-164.03843,49.2547,68.7259,5.0490392,11-Jun-22,90,2.6,8.3
10110,Atheresthes stomias,arrowtooth flounder,2022,94,31,-21137,49,C-07,55.72778,-163.98956,36.9237,72.4614,5.1475655,12-Jun-22,95,2.8,8.5
10110,Atheresthes stomias,arrowtooth flounder,2022,94,31,-21138,50,B-06,55.35389,-164.53466,227.0165,376.2786,4.847472,12-Jun-22,100,3.9,8.3
10110,Atheresthes stomias,arrowtooth flounder,2022,94,31,-21140,52,C-06,55.63287,-164.57337,38.7364,82.9526,5.256013,12-Jun-22,97,3,8.2
10110,Atheresthes stomias,arrowtooth flounder,2022,94,31,-21141,53,D-06,55.96456,-164.59092,20.7794,33.4203,4.7575944,12-Jun-22,94,2.7,8.5
10110,Atheresthes stomias,arrowtooth flounder,2022,94,31,-21151,54,E-06,56.31433,-164.55659,7.4938,11.0956,4.6865328,13-Jun-22,88,2.2,7.7
10110,Atheresthes stomias,arrowtooth flounder,2022,94,31,-21152,55,F-06,56.63963,-164.62688,2.6821,4.3919,5.0091915,13-Jun-22,75,2.2,7.7
10110,Atheresthes stomias,arrowtooth flounder,2022,94,31,-21153,56,G-06,56.96491,-164.62633,1.9915,3.4921,4.8680676,13-Jun-22,69,2.3,7.4
10110,Atheresthes stomias,arrowtooth flounder,2022,94,31,-21154,57,H-05,57.29598,-165.20879,1.0163,0.5941,5.0496187,13-Jun-22,68,1.2,6.7
10110,Atheresthes stomias,arrowtooth flounder,2022,94,31,-21159,59,F-05,56.68141,-165.21765,2.3973,3.8347,4.954768,14-Jun-22,76,2,7.4
10110,Atheresthes stomias,arrowtooth flounder,2022,94,31,-21160,60,E-05,56.3571,-165.21241,5.8567,9.1414,4.8132756,14-Jun-22,85,2.3,7.7
10110,Atheresthes stomias,arrowtooth flounder,2022,94,31,-21161,61,D-05,56.01773,-165.19081,72.5703,172.0677,5.16076,14-Jun-22,96,3.1,8.2
10110,Atheresthes stomias,arrowtooth flounder,2022,94,31,-21171,62,C-05,55.6963,-165.18735,118.9324,220.3478,5.182716,15-Jun-22,109,3.8,8.1
10110,Atheresthes stomias,arrowtooth flounder,2022,94,50,-21172,63,B-05,55.35511,-165.169,269.103,444.2929,5.2352853,15-Jun-22,111,3.9,7.9
10110,Atheresthes stomias,arrowtooth flounder,2022,94,31,-21231,64,G-04,56.96595,-165.84958,1.1306,2.8325,4.942577,19-Jun-22,73,1.9,7.6
10110,Atheresthes stomias,arrowtooth flounder,2022,94,31,-21239,66,I-05,57.63943,-165.23562,0.15,0.5623,5.3350911,20-Jun-22,61,0.9,7
10110,Atheresthes stomias,arrowtooth flounder,2022,94,31,-21283,79,I-03,57.69607,-166.50301,0.1812,0.4193,4.769415,23-Jun-22,66,0.7,7.4
10110,Atheresthes stomias,arrowtooth flounder,2022,94,31,-21284,80,H-02,57.357,-167.09673,0.5154,1.0747,4.6525611,23-Jun-22,70,1.5,7.6
10110,Atheresthes stomias,arrowtooth flounder,2022,94,31,-21285,81,G-02,57.0257,-167.08641,19.4918,38.3247,4.6445184,23-Jun-22,74,2.9,7.6
10110,Atheresthes stomias,arrowtooth flounder,2022,94,31,-21295,82,F-02,56.67153,-167.07362,11.9639,23.0736,5.287422,24-Jun-22,96,2.5,7.9
10110,Atheresthes stomias,arrowtooth flounder,2022,94,50,-21296,83,E-02,56.35757,-167.03571,24.6105,81.716,5.4946384,24-Jun-22,113,3.3,8.1
10110,Atheresthes stomias,arrowtooth flounder,2022,94,50,-21297,84,D-02,56.03851,-167.02696,22.6889,49.1328,5.3528417,24-Jun-22,132,3.7,8.1
10110,Atheresthes stomias,arrowtooth flounder,2022,94,50,-21323,85,C-02,55.64321,-166.96952,30.5719,46.9285,5.4977235,25-Jun-22,136,3.9,7.6
10110,Atheresthes stomias,arrowtooth flounder,2022,94,50,-21324,86,B-01,55.33907,-167.53686,22.0795,40.785,5.4677025,25-Jun-22,147,3.9,6.8
10110,Atheresthes stomias,arrowtooth flounder,2022,94,50,-21325,87,C-01,55.65102,-167.55737,33.569,61.7676,5.520696,25-Jun-22,136,4,7.7
10110,Atheresthes stomias,arrowtooth flounder,2022,94,50,-21345,88,C-18,55.65369,-168.15716,34.3945,39.4698,5.3712002,26-Jun-22,136,4,7.4
10110,Atheresthes stomias,arrowtooth flounder,2022,94,50,-21346,89,D-18,55.95714,-168.21477,24.6384,54.7649,5.1492816,26-Jun-22,148,4.1,7.5
10110,Atheresthes stomias,arrowtooth flounder,2022,94,50,-21347,90,E-18,56.28659,-168.23046,109.8377,210.7048,4.8456414,26-Jun-22,151,4,7.9
10110,Atheresthes stomias,arrowtooth flounder,2022,94,50,-21348,91,F-18,56.65013,-168.2498,6.5887,16.2791,5.7128448,26-Jun-22,107,2.5,7.7
10110,Atheresthes stomias,arrowtooth flounder,2022,94,32,-21358,92,H-18,57.30936,-168.37863,23.453,45.1082,4.921497,27-Jun-22,75,1.7,7.5
10110,Atheresthes stomias,arrowtooth flounder,2022,94,42,-21359,93,IH1918,57.48093,-168.73476,5.0122,10.7971,5.0013516,27-Jun-22,72,1.3,7.3
10110,Atheresthes stomias,arrowtooth flounder,2022,94,42,-21360,94,I-18,57.64234,-168.40236,2.237,4.8398,4.9588448,27-Jun-22,70,1,6.9
10110,Atheresthes stomias,arrowtooth flounder,2022,94,42,-21384,99,H-20,57.35749,-169.59438,7.5448,11.5597,4.8444014,29-Jun-22,67,1.5,5.7
10110,Atheresthes stomias,arrowtooth flounder,2022,94,42,-21386,101,G-20,57.00052,-169.57179,5.8433,15.29,4.8397556,29-Jun-22,60,2.2,4.2
10110,Atheresthes stomias,arrowtooth flounder,2022,94,42,-21387,102,GF2120,56.8332,-169.82156,13.7208,70.1316,4.9906148,29-Jun-22,72,2.8,6.2
10110,Atheresthes stomias,arrowtooth flounder,2022,94,42,-21393,103,F-21,56.64287,-170.08987,28.9654,38.9403,5.1617444,30-Jun-22,98,3.5,7
10110,Atheresthes stomias,arrowtooth flounder,2022,94,32,-21394,104,F-20,56.67744,-169.57817,24.6136,114.9308,5.2292328,30-Jun-22,79,4.1,5.7
10110,Atheresthes stomias,arrowtooth flounder,2022,94,42,-21399,105,IH2120,57.48172,-169.9082,5.6417,19.7041,5.0243403,1-Jul-22,68,1.6,5.8
10110,Atheresthes stomias,arrowtooth flounder,2022,94,42,-21400,106,I-20,57.65528,-169.63745,0.5214,1.2554,4.77945,1-Jul-22,71,1,6.1
10110,Atheresthes stomias,arrowtooth flounder,2022,94,42,-21401,107,JI2120,57.8177,-169.96495,0.2696,0.6085,4.929957,1-Jul-22,72,0.5,6.3
10110,Atheresthes stomias,arrowtooth flounder,2022,94,42,-21407,109,J-19,57.98669,-169.08032,2.7016,3.0271,4.9552003,2-Jul-22,70,0.7,6.8
10110,Atheresthes stomias,arrowtooth flounder,2022,94,41,-21408,110,K-19,58.32694,-169.10957,0.3329,0.4235,4.7220745,2-Jul-22,68,0.9,6.5
10110,Atheresthes stomias,arrowtooth flounder,2022,94,42,-21465,120,J-21,58.01894,-170.32229,0.3392,1.6248,4.9236015,5-Jul-22,75,0.3,6.9
10110,Atheresthes stomias,arrowtooth flounder,2022,94,42,-21466,121,JI2221,57.85866,-170.58398,101.4947,256.4547,4.7922688,5-Jul-22,78,2.4,7.9
10110,Atheresthes stomias,arrowtooth flounder,2022,94,42,-21467,122,I-21,57.68254,-170.31665,32.3161,44.4358,4.7934376,5-Jul-22,73,2,7.9
10110,Atheresthes stomias,arrowtooth flounder,2022,94,42,-21488,123,IH2221,57.52348,-170.57244,22.6585,48.5984,5.0824732,6-Jul-22,75,3.2,8
10110,Atheresthes stomias,arrowtooth flounder,2022,94,42,-21489,124,H-21,57.3426,-170.19542,1.2787,2.9483,4.7484496,6-Jul-22,55,4.2,6.1
10110,Atheresthes stomias,arrowtooth flounder,2022,94,42,-21490,125,HG2221,57.14531,-170.49734,1.8886,14.7814,4.7356883,6-Jul-22,54,4.1,6.1
10110,Atheresthes stomias,arrowtooth flounder,2022,94,42,-21491,126,G-21,57.00387,-170.15935,26.125,82.7276,4.774707,6-Jul-22,68,3.1,4.9
10110,Atheresthes stomias,arrowtooth flounder,2022,94,61,-21520,127,G-23,56.97385,-171.40249,15.9646,28.2424,5.1341189,11-Jul-22,109,3.4,8.1
10110,Atheresthes stomias,arrowtooth flounder,2022,94,41,-21521,128,H-23,57.30579,-171.47541,7.4794,21.7947,5.0012268,11-Jul-22,100,2.9,8.3
10110,Atheresthes stomias,arrowtooth flounder,2022,94,61,-21522,129,H-24,57.32088,-172.08917,7.2164,17.3547,5.0130414,11-Jul-22,107,2.5,8.3
10110,Atheresthes stomias,arrowtooth flounder,2022,94,61,-21523,130,I-24,57.64168,-172.15451,6.5676,12.7548,4.7041284,11-Jul-22,107,2.3,8.4
10110,Atheresthes stomias,arrowtooth flounder,2022,94,41,-21527,131,I-23,57.6386,-171.53075,5.0805,8.1308,4.6735808,12-Jul-22,99,2.3,8.5
10110,Atheresthes stomias,arrowtooth flounder,2022,94,41,-21524,132,J-23,57.98303,-171.59536,20.7612,39.2652,4.8643576,12-Jul-22,96,1.6,8.5
10110,Atheresthes stomias,arrowtooth flounder,2022,94,41,-21526,134,L-23,58.64796,-171.71111,0.3572,0.4178,4.7867976,12-Jul-22,91,-0.2,7.8
10110,Atheresthes stomias,arrowtooth flounder,2022,94,41,-21528,135,M-23,58.97864,-171.78251,0.1478,0.4165,4.8024942,13-Jul-22,87,0.1,7.9
10110,Atheresthes stomias,arrowtooth flounder,2022,94,43,-21561,139,O-23,59.65633,-171.84077,0.3184,0.1953,5.1190648,14-Jul-22,77,-0.7,7.9
10110,Atheresthes stomias,arrowtooth flounder,2022,94,43,-21562,140,PO2423,59.83113,-172.27376,0.1489,0.204,4.90212,14-Jul-22,75,-0.6,8
10110,Atheresthes stomias,arrowtooth flounder,2022,94,41,-21574,143,Q-22,60.31367,-171.38067,0.1352,0.2112,4.7348856,15-Jul-22,65,0,7.4
10110,Atheresthes stomias,arrowtooth flounder,2022,94,43,-21586,150,QP2423,60.17712,-172.30399,0.5825,0.6458,4.645188,16-Jul-22,57,3.8,4.7
10110,Atheresthes stomias,arrowtooth flounder,2022,94,41,-21619,156,R-26,60.6907,-174.15491,0.1376,0.2084,4.797738,18-Jul-22,86,-0.5,8.2
10110,Atheresthes stomias,arrowtooth flounder,2022,94,43,-21620,157,Q-26,60.35374,-174.08163,0.8732,1.0153,4.9245856,18-Jul-22,90,0,8.2
10110,Atheresthes stomias,arrowtooth flounder,2022,94,43,-21621,158,QP2726,60.19536,-174.35207,1.755,1.6655,4.8034846,18-Jul-22,99,0.8,8.6
10110,Atheresthes stomias,arrowtooth flounder,2022,94,43,-21622,159,P-26,60.02593,-173.95862,1.1408,0.795,5.031381,18-Jul-22,95,0.5,8.3
10110,Atheresthes stomias,arrowtooth flounder,2022,94,43,-21651,160,PO2625,59.84519,-173.62207,0.3414,0.7803,5.1263574,19-Jul-22,94,0.6,8.3
10110,Atheresthes stomias,arrowtooth flounder,2022,94,62,-21652,161,O-26,59.67894,-173.83481,0.3052,0.3964,5.045984,19-Jul-22,103,0.6,8.5
10110,Atheresthes stomias,arrowtooth flounder,2022,94,43,-21653,162,ON2625,59.52214,-173.49469,0.211,0.5807,5.1664515,19-Jul-22,101,0.7,8.7
10110,Atheresthes stomias,arrowtooth flounder,2022,94,62,-21654,163,N-26,59.35646,-173.77115,26.1262,32.6648,5.2962151,19-Jul-22,109,1.4,8.8
10110,Atheresthes stomias,arrowtooth flounder,2022,94,62,-21655,164,O-27,59.68206,-174.45835,10.4896,15.2706,5.3043214,20-Jul-22,113,1.6,8.5
10110,Atheresthes stomias,arrowtooth flounder,2022,94,62,-21656,165,N-27,59.36933,-174.42781,35.1759,45.6149,5.6779719,20-Jul-22,118,2.8,8.8
10110,Atheresthes stomias,arrowtooth flounder,2022,94,61,-21677,166,M-26,58.97093,-173.69387,6.1882,8.8946,4.9468192,21-Jul-22,117,2.7,8.8
10110,Atheresthes stomias,arrowtooth flounder,2022,94,61,-21678,167,M-27,58.99262,-174.32675,11.1852,18.0667,5.202952,21-Jul-22,127,2.9,8.9
10110,Atheresthes stomias,arrowtooth flounder,2022,94,61,-21679,168,M-28,59.01953,-175.02026,13.9906,15.5378,5.148735,21-Jul-22,130,3.2,8.7
10110,Atheresthes stomias,arrowtooth flounder,2022,94,61,-21680,169,M-29,59.00234,-175.68241,12.8171,14.2692,5.3261744,21-Jul-22,133,2.8,9
10110,Atheresthes stomias,arrowtooth flounder,2022,94,61,-21690,170,M-30,58.9812,-176.31471,15.4334,19.3364,5.4301644,22-Jul-22,134,3,9.2
10110,Atheresthes stomias,arrowtooth flounder,2022,94,61,-21691,171,N-30,59.32301,-176.36364,11.2212,13.9146,5.3181546,22-Jul-22,135,2.4,9.3
10110,Atheresthes stomias,arrowtooth flounder,2022,94,61,-21692,172,N-29,59.34918,-175.7633,7.7257,10.2877,5.2489761,22-Jul-22,136,2.2,9.2
10110,Atheresthes stomias,arrowtooth flounder,2022,94,61,-21693,173,N-28,59.3537,-175.10834,8.7403,12.7164,5.111505,22-Jul-22,132,2.7,9.2
10110,Atheresthes stomias,arrowtooth flounder,2022,94,62,-21702,174,PO2726,59.83723,-174.18695,1.2832,1.9316,5.1770997,23-Jul-22,105,0.9,9
10110,Atheresthes stomias,arrowtooth flounder,2022,94,62,-21703,175,P-27,59.9715,-174.57733,3.536,4.7204,5.0842852,23-Jul-22,108,1.1,8.8
10110,Atheresthes stomias,arrowtooth flounder,2022,94,61,-21704,176,P-28,59.99963,-175.21351,5.6394,6.7227,5.2062616,23-Jul-22,116,1.7,9.1
10110,Atheresthes stomias,arrowtooth flounder,2022,94,61,-21705,177,O-28,59.68828,-175.12523,21.9412,22.0616,4.9407072,23-Jul-22,124,2.8,9.4
10110,Atheresthes stomias,arrowtooth flounder,2022,94,61,-21706,178,O-29,59.66658,-175.80501,3.4911,2.906,5.1616754,23-Jul-22,136,1.9,9.6
10110,Atheresthes stomias,arrowtooth flounder,2022,94,61,-21707,179,P-30,60.02075,-176.71927,14.0349,18.4424,5.2053975,24-Jul-22,141,2,9.7
10110,Atheresthes stomias,arrowtooth flounder,2022,94,61,-21709,181,P-29,60.01245,-175.91038,5.7562,8.7396,5.0345829,24-Jul-22,128,1.9,9.5
10110,Atheresthes stomias,arrowtooth flounder,2022,94,61,-21710,182,Q-29,60.31821,-176.01861,5.7799,7.5431,5.30288,24-Jul-22,121,1.3,9
10110,Atheresthes stomias,arrowtooth flounder,2022,94,61,-21727,183,R-29,60.68639,-176.22221,2.7447,3.6088,4.9878488,25-Jul-22,118,1.5,8.8
10110,Atheresthes stomias,arrowtooth flounder,2022,94,90,-21728,184,S-29,61.00408,-176.27651,2.1115,3.058,5.2322125,25-Jul-22,111,1.2,8.5
10110,Atheresthes stomias,arrowtooth flounder,2022,94,90,-21735,186,S-28,61.02685,-175.53366,1.2757,1.5694,5.0975296,26-Jul-22,100,0.6,8.2
10110,Atheresthes stomias,arrowtooth flounder,2022,94,61,-21736,187,R-28,60.69758,-175.45444,3.5185,4.5994,5.218101,26-Jul-22,106,1.1,8.6
10110,Atheresthes stomias,arrowtooth flounder,2022,94,61,-21737,188,Q-28,60.35279,-175.38745,39.025,41.3474,5.175659,26-Jul-22,111,1.1,8.9
10110,Atheresthes stomias,arrowtooth flounder,2022,94,62,-21744,189,Q-27,60.30474,-174.69428,8.3652,6.7605,5.0291808,27-Jul-22,102,1,8.8
10110,Atheresthes stomias,arrowtooth flounder,2022,94,41,-21745,190,R-27,60.64326,-174.81738,0.0734,0.1983,5.043216,27-Jul-22,97,0.7,8.5
10110,Atheresthes stomias,arrowtooth flounder,2022,94,82,-21746,191,S-27,60.97671,-174.87717,0.3843,0.5764,5.2044426,27-Jul-22,91,0,8.3
10110,Atheresthes stomias,arrowtooth flounder,2022,94,82,-21747,192,T-27,61.30897,-175.00237,0.1103,0.1802,5.5508398,27-Jul-22,87,-0.6,8.2
10110,Atheresthes stomias,arrowtooth flounder,2022,162,10,-21035,3,F-14,56.65598,-159.77891,0.0052,0.432,4.6291896,31-May-22,38,5.1,6.8
10110,Atheresthes stomias,arrowtooth flounder,2022,162,10,-21036,4,G-14,56.9824,-159.70445,1.2189,1.1189,4.468853,31-May-22,56,4.2,6.3
10110,Atheresthes stomias,arrowtooth flounder,2022,162,31,-21068,11,I-12,57.69638,-160.87253,2.4954,1.0889,4.59173,2-Jun-22,57,3.3,6.5
10110,Atheresthes stomias,arrowtooth flounder,2022,162,31,-21069,12,H-12,57.3373,-160.92724,2.2969,2.8662,4.5356,2-Jun-22,65,3.7,7.3
10110,Atheresthes stomias,arrowtooth flounder,2022,162,31,-21070,13,G-12,57.00997,-160.9343,1.4992,2.4407,4.506947,2-Jun-22,68,3.8,8.2
10110,Atheresthes stomias,arrowtooth flounder,2022,162,31,-21071,14,F-12,56.68964,-160.9781,4.7027,6.2388,4.6483538,3-Jun-22,70,3.7,7.3
10110,Atheresthes stomias,arrowtooth flounder,2022,162,10,-21073,16,E-11,56.33967,-161.6243,6.2437,8.4602,4.7280002,3-Jun-22,64,3.7,8.3
10110,Atheresthes stomias,arrowtooth flounder,2022,162,31,-21074,17,E-10,56.33388,-162.19524,11.5562,13.7047,4.5239974,3-Jun-22,75,3.4,9
10110,Atheresthes stomias,arrowtooth flounder,2022,162,31,-21075,18,D-10,56.00915,-162.27444,34.3574,49.2393,4.6507564,4-Jun-22,73,3.3,8.2
10110,Atheresthes stomias,arrowtooth flounder,2022,162,10,-21058,19,C-09,55.66309,-162.82125,5.4427,61.6025,4.1556753,4-Jun-22,50,3.7,8
10110,Atheresthes stomias,arrowtooth flounder,2022,162,31,-21076,20,D-09,55.98851,-162.8336,46.9667,79.4998,4.5786279,4-Jun-22,80,3.1,8.6
10110,Atheresthes stomias,arrowtooth flounder,2022,162,31,-21077,21,E-09,56.32135,-162.81094,8.26,10.8654,4.78584,4-Jun-22,78,2.9,8.3
10110,Atheresthes stomias,arrowtooth flounder,2022,162,31,-21112,40,F-08,56.67314,-163.4022,2.8508,5.8337,5.1425039,10-Jun-22,75,2.6,8.5
10110,Atheresthes stomias,arrowtooth flounder,2022,162,31,-21113,41,E-08,56.33932,-163.41718,12.378,23.2221,4.7799318,10-Jun-22,85,2.5,8.9
10110,Atheresthes stomias,arrowtooth flounder,2022,162,31,-21123,42,D-08,56.00979,-163.38989,57.7757,93.4597,5.0182038,11-Jun-22,89,2.7,8.7
10110,Atheresthes stomias,arrowtooth flounder,2022,162,31,-21124,43,C-08,55.6892,-163.40913,41.8719,142.3946,4.831645,11-Jun-22,82,3.1,8.4
10110,Atheresthes stomias,arrowtooth flounder,2022,162,31,-21125,44,B-08,55.33849,-163.42908,5.4041,73.1295,4.5262168,11-Jun-22,51,3.7,8.5
10110,Atheresthes stomias,arrowtooth flounder,2022,162,31,-21126,46,B-07,55.31206,-164.01573,32.8935,115.6987,4.9006584,11-Jun-22,77,3.3,8.5
10110,Atheresthes stomias,arrowtooth flounder,2022,162,31,-21142,47,A-06,55.04517,-164.5606,8.1338,26.9875,4.446496,12-Jun-22,62,4.2,8.1
10110,Atheresthes stomias,arrowtooth flounder,2022,162,50,-21143,48,A-05,55.0056,-165.15166,109.6628,180.2332,4.8270792,12-Jun-22,110,4.2,6
10110,Atheresthes stomias,arrowtooth flounder,2022,162,31,-21144,50,Z-05,54.70177,-165.11223,49.1238,103.3801,2.1957804,12-Jun-22,82,4.6,5.8
10110,Atheresthes stomias,arrowtooth flounder,2022,162,50,-21145,51,AZ0504,54.82881,-165.50486,25.7984,38.5277,4.8796,12-Jun-22,158,4,7.1
10110,Atheresthes stomias,arrowtooth flounder,2022,162,50,-21147,52,A-04,54.99801,-165.75513,94.7038,143.9318,5.1135325,13-Jun-22,130,4,6.6
10110,Atheresthes stomias,arrowtooth flounder,2022,162,50,-21148,53,B-04,55.32177,-165.78198,102.8811,178.1424,5.164408,13-Jun-22,120,4.1,6.7
10110,Atheresthes stomias,arrowtooth flounder,2022,162,50,-21149,54,C-04,55.66592,-165.79373,82.9489,158.0233,5.2650463,13-Jun-22,117,4,7.8
10110,Atheresthes stomias,arrowtooth flounder,2022,162,31,-21150,55,D-04,55.99365,-165.78996,169.8867,539.9286,5.287736,13-Jun-22,109,3.5,7.6
10110,Atheresthes stomias,arrowtooth flounder,2022,162,31,-21162,56,E-04,56.33673,-165.8262,8.5964,18.2944,5.1928527,14-Jun-22,93,2.5,7.4
10110,Atheresthes stomias,arrowtooth flounder,2022,162,31,-21163,57,F-04,56.64514,-165.83426,5.4006,8.9181,4.5974115,14-Jun-22,79,2.4,7.5
10110,Atheresthes stomias,arrowtooth flounder,2022,162,31,-21164,58,F-03,56.67238,-166.43042,12.9416,27.8032,4.5678252,14-Jun-22,84,2.4,7.3
10110,Atheresthes stomias,arrowtooth flounder,2022,162,31,-21165,60,E-03,56.33452,-166.43302,27.8385,68.0576,5.0692361,14-Jun-22,104,2.7,7.8
10110,Atheresthes stomias,arrowtooth flounder,2022,162,50,-21195,61,D-03,56.01806,-166.40272,31.7781,58.7732,5.0533231,15-Jun-22,125,3.8,7.7
10110,Atheresthes stomias,arrowtooth flounder,2022,162,50,-21196,62,C-03,55.68131,-166.38122,28.7069,44.6504,5.6662407,15-Jun-22,127,3.9,7.8
10110,Atheresthes stomias,arrowtooth flounder,2022,162,50,-21197,63,B-03,55.35339,-166.36574,24.3189,52.3272,5.3127294,15-Jun-22,132,4,7.7
10110,Atheresthes stomias,arrowtooth flounder,2022,162,50,-21228,65,A-03,54.99934,-166.35944,69.0032,102.0521,2.7534953,19-Jun-22,144,4,7.1
10110,Atheresthes stomias,arrowtooth flounder,2022,162,50,-21229,66,A-02,54.99757,-166.92981,25.2323,36.6485,4.1748,19-Jun-22,156,4,6.3
10110,Atheresthes stomias,arrowtooth flounder,2022,162,50,-21230,67,B-02,55.31196,-166.96484,32.1713,57.8744,4.9071758,19-Jun-22,140,3.9,7.6
10110,Atheresthes stomias,arrowtooth flounder,2022,162,31,-21243,68,G-03,56.9961,-166.47655,8.2506,10.7949,4.9097265,20-Jun-22,74,2.1,7.7
10110,Atheresthes stomias,arrowtooth flounder,2022,162,31,-21244,69,H-03,57.31404,-166.4848,0.5614,0.8548,4.679478,20-Jun-22,70,1.5,7.6
10110,Atheresthes stomias,arrowtooth flounder,2022,162,31,-21293,82,I-02,57.68581,-167.15125,0.3306,0.4255,4.7001825,23-Jun-22,67,0.7,7.4
10110,Atheresthes stomias,arrowtooth flounder,2022,162,31,-21294,83,H-01,57.33853,-167.73643,4.8632,9.5861,4.9029084,23-Jun-22,74,1.5,7.8
10110,Atheresthes stomias,arrowtooth flounder,2022,162,31,-21303,84,G-01,56.99284,-167.70598,21.5103,40.8253,4.9724064,24-Jun-22,78,2.5,7.1
10110,Atheresthes stomias,arrowtooth flounder,2022,162,31,-21304,85,F-01,56.67677,-167.67227,5.546,9.5503,5.1307448,24-Jun-22,102,2.4,7.7
10110,Atheresthes stomias,arrowtooth flounder,2022,162,50,-21305,86,E-01,56.34521,-167.65296,54.8167,110.5357,5.5185766,24-Jun-22,129,3.7,8
10110,Atheresthes stomias,arrowtooth flounder,2022,162,50,-21306,87,D-01,56.01343,-167.61027,40.1102,71.3021,5.4135874,24-Jun-22,133,4.1,7.9
10110,Atheresthes stomias,arrowtooth flounder,2022,162,50,-21326,88,E-19,56.33326,-168.8723,20.2542,45.4908,5.1219108,25-Jun-22,128,3.8,7.7
10110,Atheresthes stomias,arrowtooth flounder,2022,162,32,-21327,89,F-19,56.66344,-168.92118,26.848,56.9822,5.194609,25-Jun-22,99,2.4,5.7
10110,Atheresthes stomias,arrowtooth flounder,2022,162,32,-21328,90,GF2019,56.83162,-169.30535,20.0266,45.4746,4.8818484,25-Jun-22,79,3.2,7
10110,Atheresthes stomias,arrowtooth flounder,2022,162,32,-21329,91,G-19,57.01057,-168.9435,49.3016,104.1088,4.9179312,25-Jun-22,79,3.1,7.1
10110,Atheresthes stomias,arrowtooth flounder,2022,162,32,-21336,92,GF1918,56.84469,-168.62432,12.97,27.5802,5.4386891,26-Jun-22,97,2.5,7.7
10110,Atheresthes stomias,arrowtooth flounder,2022,162,32,-21337,93,G-18,56.9908,-168.34633,23.2363,53.7846,4.4994285,26-Jun-22,81,2.6,7.3
